Driver,TeamName,LapNumber,Compound,TyreLife,AirTemp,TrackTemp,LapTimeSeconds,Race,Year
RIC,McLaren,3.0,SOFT,3.0,25.9,50.0,80.565,Mexico City,2022
LAT,Williams,5.0,SOFT,5.0,25.9,50.0,81.299,Mexico City,2022
ALB,Williams,5.0,SOFT,5.0,25.9,50.0,80.967,Mexico City,2022
SAI,Ferrari,3.0,SOFT,3.0,25.9,50.0,79.566,Mexico City,2022
VER,Red Bull Racing,3.0,SOFT,3.0,25.9,50.0,79.222,Mexico City,2022
HAM,Mercedes,3.0,SOFT,3.0,26.4,50.1,79.527,Mexico City,2022
NOR,McLaren,3.0,SOFT,3.0,26.4,50.1,80.327,Mexico City,2022
RUS,Mercedes,3.0,SOFT,3.0,26.4,50.1,79.861,Mexico City,2022
GAS,AlphaTauri,4.0,SOFT,4.0,26.4,50.1,80.553,Mexico City,2022
STR,Aston Martin,5.0,SOFT,5.0,26.4,50.1,80.761,Mexico City,2022
VET,Aston Martin,5.0,SOFT,5.0,26.4,50.1,80.99,Mexico City,2022
ALO,Alpine,2.0,SOFT,2.0,26.4,50.1,80.262,Mexico City,2022
OCO,Alpine,2.0,SOFT,2.0,26.4,50.1,80.208,Mexico City,2022
BOT,Alfa Romeo,2.0,SOFT,2.0,26.4,50.1,79.523,Mexico City,2022
ZHO,Alfa Romeo,2.0,SOFT,2.0,26.4,50.1,80.47,Mexico City,2022
LEC,Ferrari,5.0,SOFT,5.0,26.6,49.4,79.585,Mexico City,2022
PER,Red Bull Racing,5.0,SOFT,5.0,26.5,49.3,79.706,Mexico City,2022
MSC,Haas F1 Team,8.0,SOFT,2.0,26.1,48.9,79.695,Mexico City,2022
MAG,Haas F1 Team,8.0,SOFT,2.0,26.1,48.9,80.293,Mexico City,2022
TSU,AlphaTauri,6.0,SOFT,2.0,25.9,49.4,79.907,Mexico City,2022
ALO,Alpine,5.0,SOFT,2.0,25.9,49.4,80.006,Mexico City,2022
OCO,Alpine,5.0,SOFT,2.0,25.9,49.4,79.945,Mexico City,2022
NOR,McLaren,6.0,SOFT,2.0,25.9,49.4,79.857,Mexico City,2022
GAS,AlphaTauri,8.0,SOFT,3.0,25.9,49.4,80.256,Mexico City,2022
MSC,Haas F1 Team,10.0,SOFT,4.0,25.9,49.4,80.419,Mexico City,2022
MAG,Haas F1 Team,10.0,SOFT,4.0,25.9,49.4,81.379,Mexico City,2022
ALB,Williams,9.0,SOFT,3.0,25.9,49.4,81.473,Mexico City,2022
RIC,McLaren,7.0,SOFT,3.0,25.9,49.4,80.279,Mexico City,2022
LAT,Williams,9.0,SOFT,3.0,25.9,49.4,81.167,Mexico City,2022
VET,Aston Martin,9.0,SOFT,3.0,25.9,49.4,80.419,Mexico City,2022
STR,Aston Martin,9.0,SOFT,3.0,25.9,49.4,80.52,Mexico City,2022
HAM,Mercedes,6.0,SOFT,6.0,25.9,49.4,79.169,Mexico City,2022
RUS,Mercedes,6.0,SOFT,6.0,25.9,49.4,79.583,Mexico City,2022
BOT,Alfa Romeo,5.0,SOFT,5.0,25.9,49.4,79.901,Mexico City,2022
ZHO,Alfa Romeo,5.0,SOFT,2.0,26.1,48.9,80.283,Mexico City,2022
HAM,Mercedes,9.0,SOFT,2.0,25.6,48.2,78.552,Mexico City,2022
RUS,Mercedes,9.0,SOFT,2.0,25.6,48.2,78.565,Mexico City,2022
GAS,AlphaTauri,11.0,SOFT,2.0,25.6,48.2,80.129,Mexico City,2022
TSU,AlphaTauri,9.0,SOFT,2.0,25.6,48.2,79.613,Mexico City,2022
PER,Red Bull Racing,8.0,SOFT,8.0,25.6,48.2,79.69,Mexico City,2022
VER,Red Bull Racing,6.0,SOFT,6.0,25.6,48.2,78.934,Mexico City,2022
RIC,McLaren,10.0,SOFT,2.0,25.6,48.2,79.325,Mexico City,2022
NOR,McLaren,9.0,SOFT,2.0,25.9,48.3,79.119,Mexico City,2022
BOT,Alfa Romeo,8.0,SOFT,2.0,25.9,48.3,78.78,Mexico City,2022
ZHO,Alfa Romeo,8.0,SOFT,2.0,25.9,48.3,79.832,Mexico City,2022
MAG,Haas F1 Team,13.0,SOFT,7.0,25.9,48.3,80.431,Mexico City,2022
LEC,Ferrari,9.0,SOFT,9.0,25.9,48.6,79.109,Mexico City,2022
SAI,Ferrari,7.0,SOFT,7.0,26.0,48.6,79.234,Mexico City,2022
ALO,Alpine,8.0,SOFT,2.0,26.0,48.6,79.272,Mexico City,2022
OCO,Alpine,8.0,SOFT,2.0,26.0,48.6,79.081,Mexico City,2022
PER,Red Bull Racing,11.0,SOFT,2.0,26.2,47.9,78.615,Mexico City,2022
VER,Red Bull Racing,9.0,SOFT,2.0,26.0,48.0,78.566,Mexico City,2022
SAI,Ferrari,10.0,SOFT,2.0,26.0,48.0,78.56,Mexico City,2022
BOT,Alfa Romeo,11.0,SOFT,2.0,26.0,48.0,78.762,Mexico City,2022
MAG,Haas F1 Team,16.0,SOFT,2.0,26.0,48.0,79.833,Mexico City,2022
ZHO,Alfa Romeo,11.0,SOFT,2.0,26.0,48.0,79.476,Mexico City,2022
NOR,McLaren,12.0,SOFT,2.0,26.0,48.0,79.383,Mexico City,2022
GAS,AlphaTauri,14.0,SOFT,2.0,26.0,48.0,79.672,Mexico City,2022
OCO,Alpine,11.0,SOFT,2.0,26.0,48.0,79.289,Mexico City,2022
TSU,AlphaTauri,12.0,SOFT,2.0,26.0,48.0,79.589,Mexico City,2022
ALO,Alpine,11.0,SOFT,2.0,26.0,48.0,79.416,Mexico City,2022
RIC,McLaren,13.0,SOFT,2.0,26.0,48.0,79.382,Mexico City,2022
HAM,Mercedes,12.0,SOFT,5.0,26.0,48.0,78.883,Mexico City,2022
PER,Red Bull Racing,14.0,SOFT,2.0,25.5,47.5,78.153,Mexico City,2022
SAI,Ferrari,13.0,SOFT,2.0,25.5,47.5,78.351,Mexico City,2022
LEC,Ferrari,14.0,SOFT,2.0,25.5,47.5,78.816,Mexico City,2022
NOR,McLaren,15.0,SOFT,5.0,25.5,47.5,79.446,Mexico City,2022
OCO,Alpine,14.0,SOFT,5.0,25.5,47.5,79.8,Mexico City,2022
VER,Red Bull Racing,12.0,SOFT,2.0,25.5,47.5,77.947,Mexico City,2022
BOT,Alfa Romeo,14.0,SOFT,2.0,25.4,47.1,78.798,Mexico City,2022
HAM,Mercedes,15.0,SOFT,2.0,25.4,47.1,78.094,Mexico City,2022
RUS,Mercedes,14.0,SOFT,2.0,25.4,47.1,78.079,Mexico City,2022
ALO,Alpine,14.0,SOFT,2.0,25.3,46.8,78.939,Mexico City,2022
PER,Red Bull Racing,17.0,SOFT,2.0,25.3,46.0,78.128,Mexico City,2022
SAI,Ferrari,16.0,SOFT,2.0,25.3,46.0,78.418,Mexico City,2022
LEC,Ferrari,17.0,SOFT,2.0,25.5,46.0,78.555,Mexico City,2022
NOR,McLaren,18.0,SOFT,2.0,25.5,46.0,78.721,Mexico City,2022
OCO,Alpine,17.0,SOFT,2.0,25.5,46.0,79.01,Mexico City,2022
VER,Red Bull Racing,15.0,SOFT,2.0,25.5,46.0,77.775,Mexico City,2022
BOT,Alfa Romeo,17.0,SOFT,2.0,25.5,46.0,78.401,Mexico City,2022
HAM,Mercedes,18.0,SOFT,2.0,25.5,46.0,78.084,Mexico City,2022
RUS,Mercedes,17.0,SOFT,2.0,25.5,46.0,79.376,Mexico City,2022
NOR,McLaren,10.0,SOFT,3.0,19.2,27.2,74.381,São Paulo,2022
VER,Red Bull Racing,8.0,SOFT,2.0,19.2,27.2,75.688,São Paulo,2022
RUS,Mercedes,9.0,SOFT,3.0,19.2,27.2,75.049,São Paulo,2022
SAI,Ferrari,10.0,SOFT,2.0,19.2,27.2,75.606,São Paulo,2022
OCO,Alpine,8.0,SOFT,3.0,19.2,27.2,75.375,São Paulo,2022
GAS,AlphaTauri,11.0,SOFT,6.0,19.2,27.2,74.799,São Paulo,2022
MAG,Haas F1 Team,11.0,SOFT,2.0,19.2,27.2,75.755,São Paulo,2022
ALB,Williams,11.0,SOFT,5.0,19.2,27.2,74.324,São Paulo,2022
RUS,Mercedes,10.0,SOFT,4.0,19.2,27.2,74.427,São Paulo,2022
PER,Red Bull Racing,10.0,SOFT,3.0,19.2,27.2,75.079,São Paulo,2022
RIC,McLaren,11.0,SOFT,5.0,19.2,27.2,74.931,São Paulo,2022
ZHO,Alfa Romeo,11.0,SOFT,3.0,19.2,27.2,75.197,São Paulo,2022
ALO,Alpine,8.0,SOFT,4.0,19.2,27.2,73.542,São Paulo,2022
LEC,Ferrari,11.0,SOFT,3.0,19.2,27.2,74.486,São Paulo,2022
SAI,Ferrari,11.0,SOFT,3.0,19.2,27.2,74.68,São Paulo,2022
OCO,Alpine,9.0,SOFT,4.0,19.2,27.2,74.663,São Paulo,2022
VET,Aston Martin,11.0,SOFT,5.0,19.2,27.2,73.597,São Paulo,2022
GAS,AlphaTauri,12.0,SOFT,7.0,19.2,27.2,74.371,São Paulo,2022
MAG,Haas F1 Team,12.0,SOFT,3.0,19.2,27.2,73.954,São Paulo,2022
HAM,Mercedes,10.0,SOFT,4.0,19.2,27.2,73.403,São Paulo,2022
ALB,Williams,12.0,SOFT,6.0,19.2,27.2,74.358,São Paulo,2022
LAT,Williams,12.0,SOFT,6.0,19.2,27.1,75.095,São Paulo,2022
VER,Red Bull Racing,10.0,SOFT,4.0,19.2,27.1,73.625,São Paulo,2022
BOT,Alfa Romeo,12.0,SOFT,3.0,19.2,27.1,75.486,São Paulo,2022
NOR,McLaren,12.0,SOFT,5.0,19.2,27.1,73.106,São Paulo,2022
STR,Aston Martin,12.0,SOFT,5.0,19.2,27.1,74.398,São Paulo,2022
PER,Red Bull Racing,11.0,SOFT,4.0,19.2,27.1,73.613,São Paulo,2022
STR,Aston Martin,15.0,SOFT,2.0,19.1,27.1,73.071,São Paulo,2022
MAG,Haas F1 Team,15.0,SOFT,2.0,19.1,27.1,72.28,São Paulo,2022
GAS,AlphaTauri,15.0,SOFT,2.0,19.1,27.1,72.133,São Paulo,2022
VER,Red Bull Racing,13.0,SOFT,7.0,19.2,27.2,71.67,São Paulo,2022
NOR,McLaren,15.0,SOFT,2.0,19.2,27.2,71.571,São Paulo,2022
SAI,Ferrari,14.0,SOFT,6.0,19.2,27.2,71.91,São Paulo,2022
PER,Red Bull Racing,14.0,SOFT,7.0,19.2,27.2,72.334,São Paulo,2022
LEC,Ferrari,14.0,SOFT,6.0,19.2,27.2,72.197,São Paulo,2022
OCO,Alpine,12.0,SOFT,2.0,19.2,27.2,72.179,São Paulo,2022
RIC,McLaren,14.0,SOFT,2.0,19.2,27.2,73.024,São Paulo,2022
RUS,Mercedes,13.0,SOFT,7.0,19.2,27.2,72.819,São Paulo,2022
ALO,Alpine,11.0,SOFT,2.0,19.2,27.2,71.748,São Paulo,2022
HAM,Mercedes,13.0,SOFT,7.0,19.2,27.2,72.859,São Paulo,2022
ALB,Williams,15.0,SOFT,2.0,19.2,27.2,71.896,São Paulo,2022
VET,Aston Martin,15.0,SOFT,3.0,19.2,27.2,72.249,São Paulo,2022
GAS,AlphaTauri,16.0,SOFT,3.0,19.2,27.3,71.675,São Paulo,2022
VER,Red Bull Racing,14.0,SOFT,8.0,19.2,27.3,71.876,São Paulo,2022
LEC,Ferrari,15.0,SOFT,7.0,19.2,27.3,71.824,São Paulo,2022
RUS,Mercedes,14.0,SOFT,8.0,19.2,27.3,72.171,São Paulo,2022
HAM,Mercedes,14.0,SOFT,8.0,19.2,27.3,72.611,São Paulo,2022
STR,Aston Martin,17.0,SOFT,4.0,19.2,27.4,72.21,São Paulo,2022
MAG,Haas F1 Team,17.0,SOFT,4.0,19.2,27.4,71.691,São Paulo,2022
NOR,McLaren,17.0,SOFT,4.0,19.2,27.4,71.602,São Paulo,2022
SAI,Ferrari,16.0,SOFT,8.0,19.2,27.4,71.804,São Paulo,2022
PER,Red Bull Racing,16.0,SOFT,9.0,19.2,27.4,71.699,São Paulo,2022
RIC,McLaren,16.0,SOFT,4.0,19.2,27.4,72.14,São Paulo,2022
OCO,Alpine,14.0,SOFT,4.0,19.2,27.4,71.88,São Paulo,2022
ALO,Alpine,13.0,SOFT,4.0,19.2,27.4,71.394,São Paulo,2022
ALB,Williams,17.0,SOFT,4.0,19.2,27.4,72.124,São Paulo,2022
VET,Aston Martin,17.0,SOFT,5.0,19.2,27.4,71.916,São Paulo,2022
GAS,AlphaTauri,18.0,SOFT,5.0,19.2,27.4,72.054,São Paulo,2022
VER,Red Bull Racing,16.0,SOFT,10.0,19.2,27.4,71.318,São Paulo,2022
LEC,Ferrari,17.0,SOFT,9.0,19.2,27.4,71.546,São Paulo,2022
RUS,Mercedes,17.0,SOFT,2.0,19.2,27.5,71.475,São Paulo,2022
HAM,Mercedes,17.0,SOFT,2.0,19.2,27.5,71.539,São Paulo,2022
MAG,Haas F1 Team,20.0,SOFT,2.0,19.2,27.5,71.794,São Paulo,2022
STR,Aston Martin,21.0,SOFT,2.0,19.2,27.5,72.233,São Paulo,2022
RIC,McLaren,19.0,SOFT,2.0,19.2,27.3,72.302,São Paulo,2022
VET,Aston Martin,21.0,SOFT,3.0,19.2,27.3,71.678,São Paulo,2022
PER,Red Bull Racing,20.0,SOFT,2.0,19.2,27.3,71.456,São Paulo,2022
NOR,McLaren,20.0,SOFT,2.0,19.2,27.3,71.377,São Paulo,2022
VER,Red Bull Racing,19.0,SOFT,2.0,19.2,27.3,70.881,São Paulo,2022
GAS,AlphaTauri,21.0,SOFT,2.0,19.2,27.3,71.804,São Paulo,2022
ALO,Alpine,16.0,SOFT,2.0,19.2,27.3,75.039,São Paulo,2022
HAM,Mercedes,19.0,SOFT,4.0,19.2,27.3,71.565,São Paulo,2022
OCO,Alpine,17.0,SOFT,2.0,19.2,27.3,71.587,São Paulo,2022
ALB,Williams,20.0,SOFT,2.0,19.2,27.3,71.631,São Paulo,2022
LEC,Ferrari,20.0,SOFT,2.0,19.2,27.2,70.95,São Paulo,2022
RUS,Mercedes,20.0,SOFT,5.0,19.2,27.2,71.318,São Paulo,2022
SAI,Ferrari,20.0,SOFT,3.0,19.2,27.2,70.89,São Paulo,2022
MAG,Haas F1 Team,22.0,SOFT,4.0,19.2,27.2,71.41,São Paulo,2022
GAS,AlphaTauri,23.0,SOFT,4.0,19.2,27.0,72.305,São Paulo,2022
MAG,Haas F1 Team,25.0,SOFT,2.0,19.3,26.2,71.674,São Paulo,2022
SAI,Ferrari,23.0,SOFT,2.0,19.3,26.2,72.357,São Paulo,2022
VER,Red Bull Racing,22.0,SOFT,2.0,19.3,26.2,71.877,São Paulo,2022
PER,Red Bull Racing,24.0,SOFT,2.0,19.2,26.3,75.601,São Paulo,2022
ALO,Alpine,20.0,SOFT,2.0,19.2,26.3,72.504,São Paulo,2022
OCO,Alpine,21.0,SOFT,2.0,19.2,26.3,72.425,São Paulo,2022
RUS,Mercedes,23.0,SOFT,2.0,19.2,26.3,72.059,São Paulo,2022
HAM,Mercedes,23.0,SOFT,2.0,19.2,26.3,72.611,São Paulo,2022
NOR,McLaren,24.0,SOFT,2.0,19.2,26.3,72.263,São Paulo,2022
LAT,Williams,2.0,SOFT,2.0,28.9,34.2,86.841,Abu Dhabi,2022
GAS,AlphaTauri,2.0,SOFT,2.0,28.9,34.2,86.318,Abu Dhabi,2022
TSU,AlphaTauri,2.0,SOFT,2.0,28.9,34.2,86.135,Abu Dhabi,2022
STR,Aston Martin,2.0,SOFT,2.0,28.9,34.2,86.276,Abu Dhabi,2022
VET,Aston Martin,2.0,SOFT,2.0,28.9,34.2,86.285,Abu Dhabi,2022
ALB,Williams,2.0,SOFT,2.0,28.9,34.2,86.507,Abu Dhabi,2022
MSC,Haas F1 Team,2.0,SOFT,2.0,28.9,34.2,86.265,Abu Dhabi,2022
MAG,Haas F1 Team,2.0,SOFT,2.0,28.9,34.2,86.417,Abu Dhabi,2022
LEC,Ferrari,2.0,SOFT,2.0,28.9,34.2,85.211,Abu Dhabi,2022
PER,Red Bull Racing,2.0,SOFT,2.0,28.9,34.2,84.82,Abu Dhabi,2022
NOR,McLaren,2.0,SOFT,2.0,28.9,34.2,85.582,Abu Dhabi,2022
RIC,McLaren,2.0,SOFT,2.0,28.9,34.1,85.77,Abu Dhabi,2022
VER,Red Bull Racing,2.0,SOFT,2.0,28.9,34.1,84.754,Abu Dhabi,2022
ZHO,Alfa Romeo,2.0,SOFT,2.0,28.9,34.1,86.199,Abu Dhabi,2022
BOT,Alfa Romeo,2.0,SOFT,2.0,28.9,34.1,86.5,Abu Dhabi,2022
HAM,Mercedes,2.0,SOFT,2.0,28.9,34.1,85.594,Abu Dhabi,2022
RUS,Mercedes,2.0,SOFT,2.0,28.9,34.1,85.545,Abu Dhabi,2022
OCO,Alpine,2.0,SOFT,2.0,28.9,34.1,85.735,Abu Dhabi,2022
ALB,Williams,5.0,SOFT,5.0,28.9,34.1,86.44,Abu Dhabi,2022
STR,Aston Martin,5.0,SOFT,5.0,28.9,34.1,86.242,Abu Dhabi,2022
VET,Aston Martin,5.0,SOFT,5.0,28.9,34.1,86.26,Abu Dhabi,2022
SAI,Ferrari,3.0,SOFT,3.0,28.9,34.1,85.09,Abu Dhabi,2022
LAT,Williams,5.0,SOFT,2.0,28.9,34.1,86.746,Abu Dhabi,2022
MSC,Haas F1 Team,5.0,SOFT,5.0,28.9,34.1,87.005,Abu Dhabi,2022
MAG,Haas F1 Team,5.0,SOFT,5.0,28.9,34.1,86.168,Abu Dhabi,2022
TSU,AlphaTauri,5.0,SOFT,2.0,28.9,34.1,85.853,Abu Dhabi,2022
GAS,AlphaTauri,5.0,SOFT,2.0,28.9,34.1,85.859,Abu Dhabi,2022
ALO,Alpine,2.0,SOFT,2.0,28.9,34.1,85.916,Abu Dhabi,2022
LEC,Ferrari,4.0,SOFT,4.0,28.9,34.2,85.343,Abu Dhabi,2022
VET,Aston Martin,8.0,SOFT,2.0,28.9,33.8,85.523,Abu Dhabi,2022
LAT,Williams,8.0,SOFT,2.0,28.9,33.8,86.054,Abu Dhabi,2022
ZHO,Alfa Romeo,5.0,SOFT,2.0,28.9,33.8,85.594,Abu Dhabi,2022
MSC,Haas F1 Team,8.0,SOFT,2.0,28.9,33.8,85.711,Abu Dhabi,2022
STR,Aston Martin,8.0,SOFT,2.0,28.9,33.8,85.741,Abu Dhabi,2022
GAS,AlphaTauri,8.0,SOFT,2.0,28.9,33.8,85.862,Abu Dhabi,2022
ALB,Williams,8.0,SOFT,2.0,28.9,33.8,86.028,Abu Dhabi,2022
BOT,Alfa Romeo,5.0,SOFT,2.0,28.8,33.8,85.892,Abu Dhabi,2022
HAM,Mercedes,5.0,SOFT,5.0,28.8,33.8,85.693,Abu Dhabi,2022
NOR,McLaren,5.0,SOFT,5.0,28.8,33.8,85.387,Abu Dhabi,2022
RUS,Mercedes,5.0,SOFT,5.0,28.8,33.8,85.556,Abu Dhabi,2022
MAG,Haas F1 Team,8.0,SOFT,2.0,28.8,33.8,85.834,Abu Dhabi,2022
RIC,McLaren,5.0,SOFT,2.0,28.8,33.8,85.766,Abu Dhabi,2022
PER,Red Bull Racing,5.0,SOFT,5.0,28.8,33.8,84.97,Abu Dhabi,2022
ALO,Alpine,5.0,SOFT,2.0,28.8,33.8,85.782,Abu Dhabi,2022
TSU,AlphaTauri,8.0,SOFT,2.0,28.8,33.8,85.63,Abu Dhabi,2022
HAM,Mercedes,8.0,SOFT,8.0,28.8,33.3,85.772,Abu Dhabi,2022
RUS,Mercedes,8.0,SOFT,8.0,28.7,33.4,85.363,Abu Dhabi,2022
STR,Aston Martin,11.0,SOFT,5.0,28.6,33.4,85.996,Abu Dhabi,2022
VET,Aston Martin,11.0,SOFT,5.0,28.6,33.4,85.661,Abu Dhabi,2022
MSC,Haas F1 Team,11.0,SOFT,5.0,28.6,33.4,86.039,Abu Dhabi,2022
TSU,AlphaTauri,11.0,SOFT,5.0,28.6,33.4,85.855,Abu Dhabi,2022
OCO,Alpine,7.0,SOFT,4.0,28.6,33.4,85.511,Abu Dhabi,2022
ZHO,Alfa Romeo,8.0,SOFT,5.0,28.6,33.4,86.367,Abu Dhabi,2022
ALO,Alpine,8.0,SOFT,5.0,28.6,33.4,85.786,Abu Dhabi,2022
LEC,Ferrari,7.0,SOFT,7.0,28.7,33.4,85.345,Abu Dhabi,2022
SAI,Ferrari,6.0,SOFT,6.0,28.7,33.4,85.039,Abu Dhabi,2022
NOR,McLaren,8.0,SOFT,2.0,28.7,33.4,85.129,Abu Dhabi,2022
RIC,McLaren,8.0,SOFT,5.0,28.7,33.4,85.866,Abu Dhabi,2022
VER,Red Bull Racing,7.0,SOFT,2.0,28.7,33.4,84.862,Abu Dhabi,2022
PER,Red Bull Racing,8.0,SOFT,2.0,28.7,33.4,84.419,Abu Dhabi,2022
HAM,Mercedes,11.0,SOFT,2.0,28.7,33.4,84.774,Abu Dhabi,2022
RUS,Mercedes,11.0,SOFT,2.0,28.7,33.3,84.94,Abu Dhabi,2022
STR,Aston Martin,14.0,SOFT,2.0,28.7,33.1,85.359,Abu Dhabi,2022
VET,Aston Martin,14.0,SOFT,2.0,28.7,33.1,84.974,Abu Dhabi,2022
MSC,Haas F1 Team,14.0,SOFT,2.0,28.7,33.1,85.225,Abu Dhabi,2022
RUS,Mercedes,13.0,SOFT,4.0,28.7,33.1,85.02,Abu Dhabi,2022
ZHO,Alfa Romeo,11.0,SOFT,2.0,28.7,33.1,85.408,Abu Dhabi,2022
TSU,AlphaTauri,14.0,SOFT,2.0,28.7,33.1,85.219,Abu Dhabi,2022
OCO,Alpine,10.0,SOFT,2.0,28.7,33.1,85.007,Abu Dhabi,2022
RIC,McLaren,11.0,SOFT,2.0,28.7,33.1,85.068,Abu Dhabi,2022
ALO,Alpine,11.0,SOFT,2.0,28.7,33.1,85.096,Abu Dhabi,2022
LEC,Ferrari,10.0,SOFT,2.0,28.7,33.1,84.517,Abu Dhabi,2022
SAI,Ferrari,9.0,SOFT,2.0,28.7,33.1,84.521,Abu Dhabi,2022
NOR,McLaren,11.0,SOFT,2.0,28.7,33.1,84.903,Abu Dhabi,2022
VER,Red Bull Racing,10.0,SOFT,5.0,28.7,33.3,84.622,Abu Dhabi,2022
PER,Red Bull Racing,11.0,SOFT,5.0,28.7,33.3,84.985,Abu Dhabi,2022
HAM,Mercedes,14.0,SOFT,5.0,28.7,33.3,84.975,Abu Dhabi,2022
HAM,Mercedes,17.0,SOFT,2.0,28.6,33.0,84.678,Abu Dhabi,2022
RUS,Mercedes,16.0,SOFT,2.0,28.6,33.0,84.694,Abu Dhabi,2022
LEC,Ferrari,13.0,SOFT,2.0,28.6,33.0,84.343,Abu Dhabi,2022
SAI,Ferrari,12.0,SOFT,2.0,28.6,33.0,84.281,Abu Dhabi,2022
OCO,Alpine,13.0,SOFT,5.0,28.6,33.0,85.541,Abu Dhabi,2022
PER,Red Bull Racing,14.0,SOFT,2.0,28.6,33.0,84.316,Abu Dhabi,2022
VER,Red Bull Racing,13.0,SOFT,2.0,28.6,33.1,83.988,Abu Dhabi,2022
VET,Aston Martin,17.0,SOFT,2.0,28.5,33.0,84.961,Abu Dhabi,2022
RIC,McLaren,14.0,SOFT,2.0,28.5,33.0,85.045,Abu Dhabi,2022
LEC,Ferrari,16.0,SOFT,2.0,28.5,33.0,84.092,Abu Dhabi,2022
OCO,Alpine,16.0,SOFT,2.0,28.5,33.0,84.83,Abu Dhabi,2022
NOR,McLaren,16.0,SOFT,2.0,28.5,33.0,84.769,Abu Dhabi,2022
SAI,Ferrari,15.0,SOFT,2.0,28.5,33.0,84.242,Abu Dhabi,2022
VER,Red Bull Racing,16.0,SOFT,2.0,28.5,33.0,83.824,Abu Dhabi,2022
PER,Red Bull Racing,17.0,SOFT,2.0,28.5,33.0,84.052,Abu Dhabi,2022
HAM,Mercedes,20.0,SOFT,2.0,28.5,33.0,84.508,Abu Dhabi,2022
RUS,Mercedes,19.0,SOFT,2.0,28.5,33.0,84.511,Abu Dhabi,2022
TSU,AlphaTauri,2.0,SOFT,2.0,24.4,29.1,92.132,Bahrain,2023
DEV,AlphaTauri,2.0,SOFT,2.0,24.4,29.1,92.849,Bahrain,2023
SAI,Ferrari,2.0,MEDIUM,2.0,24.4,29.1,92.408,Bahrain,2023
ALB,Williams,2.0,SOFT,2.0,24.3,28.7,92.094,Bahrain,2023
ZHO,Alfa Romeo,2.0,SOFT,2.0,24.3,28.7,91.947,Bahrain,2023
BOT,Alfa Romeo,2.0,SOFT,2.0,24.3,28.7,91.952,Bahrain,2023
MAG,Haas F1 Team,2.0,SOFT,2.0,24.3,28.7,92.07,Bahrain,2023
STR,Aston Martin,2.0,SOFT,2.0,24.2,28.7,91.617,Bahrain,2023
HUL,Haas F1 Team,4.0,SOFT,4.0,24.2,28.7,92.36,Bahrain,2023
VER,Red Bull Racing,3.0,SOFT,3.0,24.2,28.7,91.295,Bahrain,2023
ALO,Aston Martin,2.0,SOFT,2.0,24.2,28.7,91.158,Bahrain,2023
TSU,AlphaTauri,5.0,SOFT,2.0,24.2,28.7,91.747,Bahrain,2023
DEV,AlphaTauri,5.0,SOFT,2.0,24.2,28.7,92.121,Bahrain,2023
OCO,Alpine,2.0,SOFT,2.0,24.2,28.7,91.688,Bahrain,2023
LEC,Ferrari,5.0,SOFT,2.0,24.2,28.7,91.094,Bahrain,2023
RUS,Mercedes,2.0,SOFT,2.0,24.3,28.7,91.057,Bahrain,2023
HAM,Mercedes,2.0,SOFT,2.0,24.3,28.7,91.543,Bahrain,2023
SAI,Ferrari,5.0,SOFT,2.0,24.3,28.7,90.993,Bahrain,2023
PIA,McLaren,3.0,SOFT,3.0,24.3,28.7,92.633,Bahrain,2023
PER,Red Bull Racing,3.0,SOFT,3.0,24.3,28.7,91.479,Bahrain,2023
GAS,Alpine,2.0,SOFT,2.0,24.3,28.7,92.181,Bahrain,2023
SAR,Williams,2.0,SOFT,2.0,24.3,28.7,92.673,Bahrain,2023
NOR,McLaren,3.0,SOFT,3.0,24.3,28.7,92.555,Bahrain,2023
ALB,Williams,5.0,SOFT,2.0,24.1,28.6,91.461,Bahrain,2023
TSU,AlphaTauri,8.0,SOFT,2.0,24.1,28.6,91.4,Bahrain,2023
STR,Aston Martin,5.0,SOFT,2.0,24.1,28.6,91.184,Bahrain,2023
MAG,Haas F1 Team,5.0,SOFT,2.0,24.1,28.6,91.892,Bahrain,2023
DEV,AlphaTauri,8.0,SOFT,2.0,24.1,28.6,92.279,Bahrain,2023
ZHO,Alfa Romeo,5.0,SOFT,2.0,24.1,28.6,91.615,Bahrain,2023
BOT,Alfa Romeo,5.0,SOFT,2.0,24.1,28.6,91.504,Bahrain,2023
NOR,McLaren,6.0,SOFT,2.0,24.1,28.6,91.652,Bahrain,2023
GAS,Alpine,5.0,SOFT,2.0,24.1,28.4,91.818,Bahrain,2023
OCO,Alpine,5.0,SOFT,2.0,24.1,28.4,91.508,Bahrain,2023
ALO,Aston Martin,5.0,SOFT,5.0,24.1,28.4,91.228,Bahrain,2023
PIA,McLaren,6.0,SOFT,2.0,24.1,28.4,92.101,Bahrain,2023
HUL,Haas F1 Team,7.0,SOFT,2.0,24.1,28.4,91.204,Bahrain,2023
SAR,Williams,5.0,SOFT,2.0,24.1,28.4,91.652,Bahrain,2023
RUS,Mercedes,5.0,SOFT,5.0,24.1,28.4,91.718,Bahrain,2023
HAM,Mercedes,5.0,SOFT,5.0,24.1,28.4,91.654,Bahrain,2023
STR,Aston Martin,8.0,SOFT,5.0,23.8,27.9,92.305,Bahrain,2023
OCO,Alpine,8.0,SOFT,5.0,23.8,27.9,92.367,Bahrain,2023
HUL,Haas F1 Team,10.0,SOFT,5.0,23.8,27.9,91.932,Bahrain,2023
